paragraph,label
"For 130 years, Flexsteel has been passionate about  the full support of our Board of Directors, energized  building high-quality, comfortable furniture that’s  by the enthusiasm of our associates, and guided by  designed for living and built for a lifetime","[0.154, 0.015, 0.038, 0.026, 0.017, 0.039, 0.006, 0.042, 0.131, 0.021, 0.048, 0.009, 0.036, 0.02, 0.006, 0.024, 0.03, 0.028, 0.031, 0.024, 0.029, 0.036, 0.021, 0.044, 0.026, 0.018, 0.012]"
our dedicated ESG team who will lead our mission for  tremendous pride in the craftsmanship that lies  years to come,"[0.101, 0.022, 0.06, 0.029, 0.014, 0.047, 0.007, 0.029, 0.113, 0.018, 0.041, 0.009, 0.051, 0.037, 0.008, 0.021, 0.021, 0.041, 0.026, 0.029, 0.022, 0.018, 0.03, 0.043, 0.053, 0.043, 0.013]"
at the heart of all our products because it reflects  our unwavering commitment to excellence,"[0.113, 0.018, 0.069, 0.031, 0.021, 0.036, 0.007, 0.027, 0.145, 0.027, 0.067, 0.011, 0.035, 0.026, 0.009, 0.021, 0.024, 0.046, 0.021, 0.02, 0.023, 0.025, 0.024, 0.026, 0.027, 0.031, 0.007]"
"commitment is what drives us in our relentless  pursuit of quality, resulting in durable furniture that  can be passed down from generation to generation","[0.116, 0.01, 0.056, 0.033, 0.019, 0.027, 0.004, 0.021, 0.212, 0.023, 0.056, 0.012, 0.022, 0.034, 0.006, 0.02, 0.044, 0.023, 0.016, 0.015, 0.034, 0.027, 0.021, 0.015, 0.018, 0.015, 0.008]"
"We have been intentional in the review of our  business, regularly identifying new opportunities  to make an impact, assessing everything from the  way we design our products, to the way we source  materials, and even how we work with suppliers","[0.038, 0.027, 0.043, 0.025, 0.028, 0.018, 0.016, 0.035, 0.046, 0.05, 0.03, 0.041, 0.027, 0.033, 0.028, 0.021, 0.021, 0.137, 0.01, 0.032, 0.021, 0.044, 0.052, 0.029, 0.048, 0.036, 0.015]"
"At our very core, our drive stems from a profound  And, as this report shows, these efforts have already  sense of purpose, rooted in our respect for people, our  resulted in some impactful changes to the way we do  communities, and our planet. We are dedicated to  business. As we look ahead to the next year, we intend  making a positive difference wherever we can, guided  to expand upon our commitment to ESG initiatives  by the belief that not only is it simply the right thing  and further formalize the structure of our program by  to do, but it’s also the right thing for our business","[0.01, 0.026, 0.026, 0.007, 0.014, 0.009, 0.03, 0.021, 0.025, 0.033, 0.029, 0.037, 0.033, 0.084, 0.03, 0.016, 0.029, 0.03, 0.018, 0.029, 0.017, 0.01, 0.017, 0.039, 0.061, 0.213, 0.024]"
setting tangible goals for continued progress,"[0.035, 0.019, 0.058, 0.021, 0.022, 0.02, 0.01, 0.029, 0.108, 0.045, 0.046, 0.042, 0.03, 0.026, 0.024, 0.018, 0.023, 0.127, 0.016, 0.017, 0.021, 0.029, 0.042, 0.026, 0.031, 0.042, 0.018]"
"Humility is a fundamental aspect of our culture and  We are personally committed to this crucial mission  ensures we prioritize doing the right thing without  and our greater purpose, and we are excited about  seeking undue recognition. However, as a results- what lies ahead. More importantly, we are committed  driven organization, we understand the importance  to achieving real change that makes a lasting positive  of measuring our progress, continuously improving,  impact","[0.041, 0.029, 0.061, 0.021, 0.022, 0.021, 0.012, 0.031, 0.102, 0.035, 0.046, 0.039, 0.038, 0.03, 0.024, 0.02, 0.024, 0.1, 0.014, 0.018, 0.02, 0.023, 0.046, 0.03, 0.035, 0.05, 0.017]"
"and taking accountability to maximize our positive  impact on people, communities, and the planet","[0.044, 0.028, 0.027, 0.028, 0.022, 0.017, 0.015, 0.038, 0.075, 0.039, 0.02, 0.037, 0.032, 0.033, 0.014, 0.039, 0.031, 0.091, 0.019, 0.032, 0.03, 0.023, 0.042, 0.039, 0.066, 0.04, 0.035]"
"recognize the need to formalize our commitment,  and this inaugural sustainability report signifies our  first step in that direction","[0.127, 0.013, 0.045, 0.031, 0.018, 0.026, 0.006, 0.027, 0.169, 0.025, 0.037, 0.014, 0.029, 0.026, 0.009, 0.022, 0.032, 0.049, 0.025, 0.016, 0.028, 0.029, 0.025, 0.037, 0.027, 0.023, 0.013]"
Deeply held values infuse everything we do at Flexsteel,"[0.091, 0.007, 0.058, 0.024, 0.017, 0.028, 0.004, 0.02, 0.204, 0.029, 0.104, 0.015, 0.024, 0.023, 0.01, 0.018, 0.025, 0.03, 0.019, 0.013, 0.029, 0.047, 0.021, 0.02, 0.012, 0.014, 0.005]"
"Our six core values drive us forward as a business and  Flexsteel Industries, Inc. is a premier manufacturer  shape our efforts to be good corporate citizens who  and distributor of residential furniture known for its  care for the environment and one another, and who are  lasting beauty and enduring comfort. Our commitment  passionate about the needs in our own communities","[0.087, 0.014, 0.056, 0.015, 0.014, 0.036, 0.006, 0.036, 0.11, 0.025, 0.173, 0.009, 0.048, 0.015, 0.008, 0.016, 0.019, 0.016, 0.02, 0.025, 0.025, 0.056, 0.017, 0.043, 0.011, 0.02, 0.004]"
to excellence is grounded in the small but important  details developed over the last 130 years. The skills of our  employees are unmatched and so is their craftsmanship,"[0.099, 0.014, 0.061, 0.021, 0.014, 0.035, 0.005, 0.029, 0.152, 0.026, 0.132, 0.01, 0.034, 0.018, 0.01, 0.015, 0.022, 0.02, 0.024, 0.019, 0.027, 0.046, 0.015, 0.037, 0.012, 0.022, 0.006]"
"Creating a sense of belonging for all by offering an  environment that seeks, welcomes, respects, and values  characteristics that define each of our three exceptional  the contributions of all individuals and groups equally","[0.043, 0.039, 0.032, 0.02, 0.025, 0.018, 0.02, 0.042, 0.048, 0.047, 0.022, 0.028, 0.033, 0.027, 0.02, 0.021, 0.024, 0.128, 0.01, 0.032, 0.018, 0.026, 0.048, 0.041, 0.064, 0.053, 0.021]"
Having the autonomy to use information and knowledge  Flexsteel® combines heritage with innovation. At the heart  to influence and make business decisions,"[0.022, 0.035, 0.051, 0.023, 0.038, 0.016, 0.02, 0.027, 0.026, 0.075, 0.037, 0.042, 0.02, 0.034, 0.068, 0.015, 0.023, 0.091, 0.008, 0.042, 0.025, 0.043, 0.024, 0.023, 0.048, 0.059, 0.018]"
"inspired our company’s name. Flexsteel® is carried by  Ability and capability to efficiently respond to different  more than 1,300 retailers nationwide and is renowned for  and/or changing requirements","[0.071, 0.008, 0.073, 0.026, 0.019, 0.023, 0.005, 0.021, 0.192, 0.029, 0.104, 0.022, 0.027, 0.032, 0.009, 0.021, 0.031, 0.026, 0.013, 0.02, 0.033, 0.04, 0.024, 0.013, 0.015, 0.018, 0.005]"
its handcrafted upholstered and wood furniture products,"[0.093, 0.041, 0.065, 0.038, 0.02, 0.051, 0.014, 0.027, 0.065, 0.016, 0.031, 0.01, 0.057, 0.041, 0.014, 0.024, 0.023, 0.045, 0.031, 0.026, 0.019, 0.016, 0.039, 0.042, 0.059, 0.033, 0.013]"
"homestyles™ offers creative, space-saving furniture  that combines exceptional design and outstanding  functionality. It sells direct to consumers and through  online retail partners, such as Amazon and Wayfair","[0.019, 0.022, 0.02, 0.017, 0.03, 0.015, 0.021, 0.036, 0.029, 0.06, 0.02, 0.046, 0.026, 0.033, 0.032, 0.02, 0.019, 0.134, 0.01, 0.038, 0.018, 0.046, 0.059, 0.039, 0.073, 0.038, 0.026]"
"Charisma™ is our newest brand and is designed for  consumers who are seeking quality, stylish furniture at  affordable prices","[0.101, 0.013, 0.055, 0.02, 0.015, 0.034, 0.006, 0.031, 0.141, 0.029, 0.134, 0.01, 0.04, 0.016, 0.008, 0.017, 0.026, 0.015, 0.016, 0.031, 0.034, 0.05, 0.015, 0.031, 0.015, 0.021, 0.005]"
Seeing through the lens of channel partners and  consumers to drive excellent customer service,"[0.049, 0.021, 0.081, 0.018, 0.021, 0.03, 0.01, 0.031, 0.098, 0.035, 0.152, 0.022, 0.048, 0.021, 0.018, 0.017, 0.021, 0.025, 0.016, 0.03, 0.025, 0.045, 0.02, 0.034, 0.014, 0.03, 0.005]"
Accountability for delivering results to all internal and  external stakeholders,"[0.038, 0.029, 0.026, 0.023, 0.03, 0.018, 0.019, 0.044, 0.041, 0.053, 0.017, 0.03, 0.024, 0.029, 0.02, 0.023, 0.021, 0.141, 0.014, 0.035, 0.02, 0.034, 0.042, 0.045, 0.065, 0.04, 0.027]"
"1,550 people worldwide to infuse their time and talents  Challenge the status quo and find ways to improve all  with robust processes to make products that will last our  areas around you","[0.062, 0.042, 0.06, 0.032, 0.016, 0.032, 0.015, 0.033, 0.063, 0.02, 0.049, 0.014, 0.061, 0.041, 0.01, 0.023, 0.022, 0.059, 0.021, 0.028, 0.021, 0.017, 0.039, 0.04, 0.059, 0.061, 0.017]"
"“At Flexsteel, we believe doing the right thing is always  good business. That’s why we are elevating ESG as a  strategic imperative, helping to create a bright future for  our business, our people, and our planet","[0.047, 0.019, 0.072, 0.023, 0.024, 0.021, 0.01, 0.029, 0.111, 0.045, 0.059, 0.036, 0.03, 0.024, 0.025, 0.018, 0.022, 0.106, 0.017, 0.018, 0.021, 0.035, 0.034, 0.027, 0.024, 0.038, 0.012]"
"We foster a culture of innovation and collaboration within our  company, encouraging employees to contribute to positive  Improving lives and creating a better future has always  change not only at work but also in their communities","[0.035, 0.018, 0.023, 0.027, 0.026, 0.022, 0.014, 0.039, 0.047, 0.063, 0.027, 0.031, 0.019, 0.04, 0.015, 0.021, 0.023, 0.122, 0.016, 0.036, 0.025, 0.053, 0.034, 0.051, 0.056, 0.039, 0.03]"
"been at the forefront of our minds, motivating us to create  By embracing ESG principles, we not only contribute  high-quality furniture that can be passed down to children  to a sustainable future but also enhance our resilience,  and grandchildren. We conduct our business in an ethical  competitiveness, and long-term value for all stakeholders","[0.049, 0.026, 0.063, 0.023, 0.025, 0.022, 0.011, 0.03, 0.098, 0.04, 0.043, 0.034, 0.034, 0.024, 0.026, 0.02, 0.023, 0.117, 0.017, 0.019, 0.019, 0.026, 0.04, 0.029, 0.034, 0.044, 0.014]"
"and responsible manner because we are driven by a  We remain confident our efforts can help create a better  higher purpose to always do the right thing and do what  world for future generations. In this report, we highlight the  we can to positively impact the lives and communities of  work we have done to date – and our future plans – to help  all our stakeholders","[0.056, 0.024, 0.059, 0.024, 0.021, 0.019, 0.01, 0.031, 0.116, 0.036, 0.047, 0.033, 0.036, 0.026, 0.019, 0.022, 0.024, 0.097, 0.016, 0.019, 0.021, 0.028, 0.039, 0.032, 0.033, 0.045, 0.014]"
"build a healthy planet, healthy people, and a healthy culture","[0.068, 0.013, 0.066, 0.018, 0.016, 0.029, 0.006, 0.03, 0.145, 0.03, 0.157, 0.015, 0.041, 0.017, 0.011, 0.016, 0.02, 0.023, 0.021, 0.019, 0.025, 0.051, 0.018, 0.031, 0.01, 0.021, 0.005]"
"Our approach draws on a benchmark review of our  and sustainable practices. We understand that considering  peers, the ESG frameworks of SASB and TCFD, and the  environmental, social, and governance factors is crucial for  ESG ratings agencies MSCI, Sustainalytics, and ISS ESG","[0.046, 0.025, 0.032, 0.023, 0.029, 0.018, 0.017, 0.043, 0.053, 0.056, 0.022, 0.031, 0.025, 0.03, 0.02, 0.02, 0.024, 0.138, 0.013, 0.032, 0.022, 0.041, 0.043, 0.041, 0.049, 0.036, 0.02]"
"creating long-term value and managing risks, which is why  The insights of our investors and internal and external  we are committed to integrating ESG considerations into our  stakeholders help ensure our focus is both good for the  decision-making processes and operations at all levels of our  world and good for our business","[0.101, 0.009, 0.067, 0.026, 0.016, 0.032, 0.004, 0.025, 0.183, 0.026, 0.114, 0.012, 0.028, 0.022, 0.007, 0.017, 0.024, 0.022, 0.019, 0.018, 0.03, 0.045, 0.019, 0.021, 0.011, 0.014, 0.004]"
"organization. By doing so, we remain focused on achieving a  healthy balance between economic growth, social progress,  and environmental stewardship","[0.118, 0.009, 0.06, 0.028, 0.017, 0.028, 0.004, 0.025, 0.192, 0.025, 0.086, 0.013, 0.025, 0.019, 0.01, 0.018, 0.023, 0.03, 0.023, 0.014, 0.028, 0.044, 0.019, 0.027, 0.012, 0.014, 0.006]"
"We actively engage with all stakeholders, because we believe  that involving diverse voices and opinions will lead to more  impactful outcomes as we build out our ESG initiatives","[0.079, 0.049, 0.077, 0.038, 0.027, 0.034, 0.016, 0.028, 0.055, 0.017, 0.059, 0.016, 0.05, 0.048, 0.02, 0.028, 0.022, 0.052, 0.024, 0.019, 0.019, 0.025, 0.044, 0.039, 0.035, 0.028, 0.008]"
"And although we are early in our journey, we remain  ESG matters at Flexsteel are overseen by the Board of  Directors through our Nominating and Governance  Committee and championed by all Board members,  ensuring it remains central to every decision we take","[0.014, 0.023, 0.024, 0.008, 0.012, 0.008, 0.023, 0.019, 0.037, 0.031, 0.034, 0.034, 0.028, 0.078, 0.022, 0.017, 0.033, 0.031, 0.016, 0.023, 0.019, 0.01, 0.016, 0.041, 0.062, 0.221, 0.028]"
"committed to continuously evaluating and improving our  ESG initiatives are sponsored by an executive steering  ESG performance by setting measurable targets, monitoring  committee comprised of key leaders representing  key performance indicators, and implementing strategies to  diverse functional areas, including supply chain, product  address risks and seize opportunities","[0.078, 0.009, 0.067, 0.026, 0.018, 0.024, 0.004, 0.019, 0.213, 0.03, 0.094, 0.018, 0.025, 0.023, 0.011, 0.017, 0.025, 0.038, 0.019, 0.012, 0.027, 0.04, 0.021, 0.018, 0.011, 0.018, 0.005]"
"development, and human resources, who ensure  adequate resource allocation and organizational focus to  execute and achieve our goals. A significant number of our  improvement plans are executed by two dedicated ESG  managers, one of whom is based in Asia","[0.069, 0.016, 0.065, 0.027, 0.02, 0.02, 0.007, 0.023, 0.192, 0.029, 0.037, 0.025, 0.032, 0.026, 0.014, 0.02, 0.034, 0.072, 0.017, 0.013, 0.025, 0.02, 0.034, 0.019, 0.028, 0.028, 0.014]"
"in the American Home Furnishings Alliance, the  premier authority and advocate on all health, safety, and  environmental information related to home furnishings","[0.047, 0.022, 0.08, 0.024, 0.021, 0.025, 0.01, 0.028, 0.115, 0.042, 0.076, 0.033, 0.034, 0.023, 0.024, 0.017, 0.02, 0.076, 0.021, 0.018, 0.022, 0.03, 0.027, 0.033, 0.021, 0.046, 0.012]"
"At Flexsteel, we care deeply about protecting and improving  effort to select and source standardized components  the environment for future generations. We are determined  whenever possible. This minimizes part obsolescence and  to do our part in helping address the challenges of climate  makes it easier to repair and service products when they  change by leading initiatives to lessen the impact our  are in use. Our replacement parts program extends to over  products and operations have on the environment. To date,  1,000 components, encouraging our customers to choose  our efforts have been focused on laying the foundations  repair over replacement, which in turn extends the lifespan  for success: gathering data across our business and wider  of products and promotes circularity","[0.04, 0.025, 0.026, 0.024, 0.02, 0.016, 0.014, 0.039, 0.065, 0.041, 0.024, 0.034, 0.026, 0.035, 0.013, 0.034, 0.026, 0.093, 0.02, 0.03, 0.025, 0.021, 0.031, 0.051, 0.071, 0.07, 0.037]"
supply chain and strengthening our processes,"[0.188, 0.033, 0.033, 0.024, 0.021, 0.04, 0.011, 0.053, 0.078, 0.02, 0.048, 0.006, 0.042, 0.019, 0.011, 0.026, 0.027, 0.022, 0.032, 0.021, 0.018, 0.035, 0.025, 0.057, 0.017, 0.015, 0.005]"
"Looking ahead, it is vital for us to develop products  We have engaged with third-party specialists to help us  that have sustainability in mind, while still providing  calculate greenhouse gas (GHG) emissions for all assets  exceptional comfort and quality. This work has already  under our operational control in an effort to understand  started. We are proud to launch innovative products  how we can best mitigate our impact from our direct  this year, like the Sky and Flex™ seating lines that utilize  operations and beyond. As we look forward, we will  sustainably harvested wood and a higher proportion of  continue this work and extend it to our entire value chain  recycled materials","[0.117, 0.019, 0.049, 0.026, 0.011, 0.033, 0.006, 0.027, 0.13, 0.015, 0.074, 0.008, 0.045, 0.039, 0.006, 0.021, 0.022, 0.025, 0.021, 0.023, 0.023, 0.024, 0.024, 0.054, 0.039, 0.046, 0.009]"
in preparation to set targets and make evidence-based  decisions that have a real impact in every area of our  product portfolio and business,"[0.02, 0.032, 0.09, 0.024, 0.035, 0.019, 0.013, 0.023, 0.058, 0.075, 0.046, 0.046, 0.026, 0.026, 0.053, 0.015, 0.025, 0.084, 0.01, 0.038, 0.027, 0.029, 0.02, 0.015, 0.035, 0.052, 0.015]"
"Our products are built to last and intended to be handed  down from generation to generation. Our Flexsteel  branded upholstered products are backed by a limited  lifetime warranty, and we are proud to say that we expertly  service warranty requests for products that sometimes  exceed 40 years old","[0.109, 0.013, 0.057, 0.027, 0.014, 0.029, 0.004, 0.023, 0.196, 0.023, 0.062, 0.012, 0.031, 0.024, 0.009, 0.018, 0.027, 0.042, 0.02, 0.014, 0.025, 0.025, 0.023, 0.03, 0.023, 0.027, 0.01]"
"These products are made using wood from responsibly  managed forests, following strict environmental, social, and  economic standards set by the Sustainable Forestry Initiative  (SFI). They also incorporate recycled fabrics to reduce our  consumption of new materials. For transportation, we use  recyclable honeycomb cardboard and packaging","[0.047, 0.025, 0.028, 0.026, 0.025, 0.02, 0.015, 0.045, 0.052, 0.05, 0.023, 0.027, 0.024, 0.035, 0.014, 0.024, 0.023, 0.125, 0.016, 0.035, 0.023, 0.038, 0.037, 0.051, 0.057, 0.042, 0.025]"
"Our new Sky seating line uses a cushion filling called  CloudLux™, made from recycled plastic bottles","[0.133, 0.017, 0.04, 0.025, 0.013, 0.029, 0.007, 0.034, 0.123, 0.02, 0.073, 0.011, 0.041, 0.023, 0.007, 0.024, 0.024, 0.023, 0.022, 0.026, 0.032, 0.035, 0.019, 0.056, 0.03, 0.038, 0.012]"
"hypoallergenic and sustainable. And we are excited to share  that every 3-piece Sky sofa helps prevent 730 plastic water  This commitment to longevity strongly resonates with  bottles from entering waterways and landfills. Additionally,  today’s consumers because it not only extends the value of  Sky seating is available in two fabrics made from LiveSmart  the furniture but also its lifecycle. This focus allows us to use  Evolve™ polyester, which includes recycled materials like   fewer virgin materials in the long term, and it generates  post-consumer plastic bottles and pre-consumer fiber waste","[0.11, 0.01, 0.052, 0.024, 0.017, 0.025, 0.004, 0.022, 0.221, 0.023, 0.058, 0.014, 0.029, 0.024, 0.008, 0.019, 0.029, 0.037, 0.019, 0.013, 0.025, 0.03, 0.026, 0.025, 0.018, 0.017, 0.007]"
less waste because we’re investing thoughtfully in quality  from the start. It gives us a strong foundation to build on as  we improve the positive impact of our products,"[0.039, 0.037, 0.083, 0.03, 0.033, 0.022, 0.012, 0.024, 0.067, 0.065, 0.053, 0.028, 0.023, 0.03, 0.043, 0.015, 0.027, 0.072, 0.011, 0.035, 0.029, 0.032, 0.016, 0.022, 0.033, 0.059, 0.014]"
"Accelerating our progress is a shared undertaking, which is  why we are drawing on industry bodies and wider industry  expertise to support us in our mission, like our membership  We are excited to bring these products to the market and are  looking forward to designing and creating more products  with these features in the years to come. Ultimately, our goal  is for all new products to follow the same rigorous approach  to meet the growing demand for sustainable home  furnishings and fulfill our sustainability goals","[0.02, 0.025, 0.031, 0.01, 0.016, 0.009, 0.027, 0.021, 0.053, 0.038, 0.03, 0.031, 0.034, 0.057, 0.016, 0.018, 0.04, 0.036, 0.017, 0.025, 0.02, 0.009, 0.014, 0.038, 0.058, 0.205, 0.024]"
"The materials we use reflect our commitment to doing  what’s right for people and the planet. We have high  This data expansion will give us a complete picture and  transparency on our most environmentally responsible  options, hugely benefiting future product development","[0.031, 0.05, 0.063, 0.02, 0.046, 0.022, 0.028, 0.031, 0.026, 0.055, 0.022, 0.04, 0.03, 0.021, 0.082, 0.017, 0.022, 0.09, 0.012, 0.03, 0.02, 0.022, 0.037, 0.029, 0.051, 0.038, 0.017]"
"standards in every aspect of our operations and actively  In addition, we are actively working to establish new eco- review our processes to ensure robust and responsible  packaging standards for all our product categories","[0.041, 0.025, 0.025, 0.024, 0.027, 0.019, 0.017, 0.047, 0.045, 0.053, 0.02, 0.031, 0.025, 0.034, 0.016, 0.028, 0.022, 0.119, 0.017, 0.041, 0.023, 0.04, 0.038, 0.048, 0.062, 0.04, 0.025]"
material-sourcing practices across all our operations,"[0.164, 0.015, 0.033, 0.028, 0.017, 0.026, 0.006, 0.038, 0.138, 0.023, 0.045, 0.008, 0.033, 0.024, 0.007, 0.024, 0.034, 0.024, 0.027, 0.024, 0.032, 0.041, 0.019, 0.044, 0.023, 0.019, 0.01]"
objective is to phase out our use of Styrofoam and replace it  Wood has been a focus in this work because it is a key  component for us. In the 2023 fiscal year we developed a  comprehensive database of sourced Flexsteel products that  contain wood fiber. This database serves as a starting point  to determine the amount of sustainable wood used in our  products and will help us track our progress in the future,"[0.19, 0.025, 0.025, 0.022, 0.021, 0.046, 0.011, 0.056, 0.069, 0.02, 0.051, 0.005, 0.045, 0.015, 0.01, 0.024, 0.027, 0.016, 0.034, 0.026, 0.02, 0.049, 0.022, 0.06, 0.017, 0.013, 0.006]"
We prioritize timber and wood fiber that is legally  harvested and sourced responsibly using environmentally  and socially sustainable forestry practices,"[0.029, 0.015, 0.094, 0.024, 0.024, 0.023, 0.008, 0.02, 0.119, 0.048, 0.107, 0.045, 0.032, 0.025, 0.026, 0.018, 0.023, 0.047, 0.014, 0.027, 0.029, 0.037, 0.02, 0.017, 0.022, 0.04, 0.009]"
•  Best is FSC Certified Wood – wood that is from forests  managed in line with Forest Stewardship Council  principles and criteria,"[0.073, 0.033, 0.045, 0.03, 0.017, 0.018, 0.012, 0.037, 0.083, 0.029, 0.052, 0.031, 0.029, 0.027, 0.019, 0.031, 0.029, 0.053, 0.031, 0.016, 0.024, 0.021, 0.021, 0.066, 0.032, 0.069, 0.028]"
"•  Better is PEFC, SFI, or FSC Controlled Wood –  wood that is from forests with Programme for the  Endorsement of Forest Certification, Sustainable  Forestry Initiative certification, or wood that mixes  FSC-certified material with non-certified materials  grown and harvested under controlled conditions","[0.09, 0.013, 0.062, 0.02, 0.016, 0.027, 0.005, 0.032, 0.146, 0.028, 0.142, 0.012, 0.035, 0.018, 0.009, 0.018, 0.02, 0.023, 0.023, 0.02, 0.025, 0.049, 0.016, 0.037, 0.012, 0.022, 0.005]"
•  Good is wood that is certified by a local or national  authority in countries with low risk of illegal logging,"[0.062, 0.009, 0.07, 0.023, 0.019, 0.023, 0.006, 0.02, 0.181, 0.033, 0.117, 0.025, 0.03, 0.022, 0.015, 0.019, 0.021, 0.04, 0.022, 0.013, 0.026, 0.048, 0.023, 0.02, 0.011, 0.019, 0.005]"
"In the 2023 fiscal year, we sourced 17,530 cubic meters of  wood through third party suppliers of sourced finished  goods. Of this, 21% was sourced from third-party certified  forestlands: 11% was classified as Best and 10% was classified  as Good. The remainder was all legally logged under the  requirements of the Lacey Act, a 2008 Farm Bill that combats  illegal trafficking of plant and timber materials","[0.022, 0.013, 0.028, 0.011, 0.009, 0.013, 0.008, 0.019, 0.081, 0.034, 0.072, 0.017, 0.019, 0.137, 0.02, 0.018, 0.033, 0.027, 0.014, 0.019, 0.035, 0.029, 0.023, 0.033, 0.042, 0.136, 0.016]"
"In the next year, we will strive to secure similar detailed  information for wood used by our own manufacturing facilities","[0.088, 0.024, 0.052, 0.03, 0.024, 0.02, 0.011, 0.031, 0.106, 0.031, 0.039, 0.023, 0.032, 0.026, 0.019, 0.025, 0.026, 0.091, 0.022, 0.016, 0.021, 0.027, 0.033, 0.04, 0.036, 0.042, 0.014]"
